2020-08-23,390.50,Entrada
2020-08-22,395.56,---
2020-08-20,416.05,---
2020-08-21,387.99,---
2020-08-19,407.44,---
2020-08-18,422.16,---
2020-08-17,430.56,Saída
2020-08-15,432.18,---
2020-08-16,433.63,---
2020-08-14,438.03,---
2020-08-13,424.31,---
2020-08-12,387.12,Entrada
2020-08-10,395.53,---
2020-08-11,379.01,---
2020-08-09,390.23,---
2020-08-08,396.76,---
2020-08-07,379.57,---
2020-08-06,394.83,Saída
2020-08-05,400.79,---
2020-08-04,389.62,Entrada
2020-08-03,385.80,---
2020-08-02,372.08,Saída
2020-08-01,387.14,---
2020-07-31,346.51,---
2020-07-30,334.87,---
2020-07-29,317.82,Entrada
2020-07-28,316.96,Saída
2020-07-27,321.80,---
2020-07-26,311.13,---
2020-07-25,305.32,---
2020-07-24,279.33,---
2020-07-23,275.34,---
2020-07-22,263.28,---
2020-07-21,245.53,---
2020-07-20,236.10,---
2020-07-19,239.01,---
2020-07-18,235.75,---
2020-07-17,232.75,Entrada
2020-07-16,233.65,---
2020-07-15,238.62,---
2020-07-14,240.50,---
2020-07-13,239.73,Saída
2020-07-12,242.75,---
2020-07-11,239.20,Entrada
2020-07-10,241.26,---
2020-07-09,242.02,Saída
2020-07-08,246.99,---
2020-07-07,239.25,---
2020-07-06,241.56,---
2020-07-05,227.98,---
2020-07-04,229.15,---
2020-07-03,225.12,Entrada
2020-07-01,230.95,---
2020-07-02,226.42,Saída
2020-06-30,225.63,---
2020-06-29,227.87,---
2020-06-28,225.09,Entrada
2020-06-27,221.06,---
2020-06-26,229.67,---
2020-06-25,232.56,---
2020-06-24,234.75,Saída
2020-06-22,243.25,---
2020-06-23,243.20,---
2020-06-21,228.13,Entrada
2020-06-20,228.86,---
2020-06-19,229.11,---
2020-06-18,231.34,---
2020-06-17,233.88,Saída
2020-06-15,230.93,Entrada
2020-06-14,232.02,---
2020-06-13,238.22,---
2020-06-12,237.54,---
2020-06-11,230.71,Saída
2020-06-16,235.36,---
2020-06-10,247.78,---
2020-06-09,243.82,---
2020-06-08,246.18,---
2020-06-07,244.56,---
2020-06-06,242.00,Entrada
2020-06-05,240.23,---
2020-06-04,243.37,Saída
2020-06-03,244.52,---
2020-06-02,237.94,---
2020-06-01,247.97,---
2020-05-31,231.81,---
2020-05-30,243.63,---
2020-10-03,345.60,Entrada
2020-05-29,220.66,Entrada
